subject,label,comment,type,subClassOf
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType45,"raps bruted","stentor posthaste commissioned kalifate ejects carsickness bittering thespians unincumbered dynes disservice deflation magnetos decreases demerits recalling hockshops grumped accusatrix overstocks extortion politicoes haver literalness tureen assaults recuperated overgraze wilding",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType6
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType46,"harshened imploringly yapped","brevities prefixed threated disoriented foghorn chartists thymy cerebrates thickset domiciling kalium pericardial bladed challises commixt tutankhamen chondrite laddies commutation phallic henbits nepotists catacombs voiceprint cosmonaut mimer drillmasters doffs daimon riggings dislodges undergraduate frizzling pancreases abhorrence scampish swabbie jailbird attacher collocated leader loosing unprovoked orangeries toning lacing",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType6
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType47,"approbating","sculpted euphenics decentring kittenishly ophthalmological backspaces connectors specifics affaires unsubstantial lexically romaines pleats catfishes cytologies orneriness gaugers jeopardized daring corrects overinterest racism towable bailies dreck defines chittering nibbles subprincipal morns inarticulateness cribwork almanacs vapourers shticks underhandedness",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType6
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType48,"deregulations","expiratory hippodromes triunes minarets reverbs yodelers archings entertains townish postulated disenfranchised loveably pulling exhausted unamortized disgusts burring brocket nosings litten sequestrable dayroom fetted relapse calypsoes intenseness lavishly trets semicomatose decontaminate yammering amphitheaters reformating violoncellos kneehole dioritic appestats conjuncts stoppled coact jurywomen progressed kymograph",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType7
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType49,"chicks minty","foots hebraists bickerer meaningfully stigmatizes enzymes minify yardmaster flusters underseas vacuums abbesses opposing murderess impulsing treadles pettifogged hawthorns brahmin gurgled electrosurgeries prizefights ambushed",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType7
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType110,"luridly","orogeny misstatements aurum traipsing glim pumpernickel tercentennial defamation beefless ladlers federating sizing hesitancy dognap essences eroding tetrarchs logrolling bulletproofed stuffiest nonvocal zippier enate sticks snuffles coldish thermodynamics minxish muddier",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType35
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType111,"innocenter paperboys","cashbox preventiveness acoin twelvemo lapsing protectorates lachrymation genuses impartibly neats spellbinding discombobulates shimmying trimarans antiquely bashers typebars markup suitcases overdesirous regnant enquired ruttier redfin basifies horridness fragrantly accomplis smuggest weaves playthings misdo overrefinement chasubles finis redbug dicks zombiisms eulogise merinos noneducational antienvironmentalism baloney puzzling burrowing inconceivabilities strangled",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType35
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType112,"markups manuevered","solidarities noisome structured kilowatts thankless nitpicking microanalytical funerals foamers dogcatchers strapped vesicant helms obsoleting deprived whimsically nebbishes nonchalantly tangling anesthesiologist mattering earshots overstrict endues avatar puler yamen dabblers bulks welkins gerrymandering terminates terminating risus expostulation demarcation twangs notes meatiest pending horological archbishopric fabaceous unrighteous peacemaking",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType36
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType113,"munches hardener","deceiver incontrovertibly communicators corpulency centring masseurs moorier purgatorial retrievers dysenteric envoys jestings orchardman unauthenticated implacably flashlamps automatize centenaries tantalizes armigers rulable storefront dimities unweaves blabbing shrieked",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType36
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType114,"alpinism","teleview messily dummied biorythmic mechanoreceptive folding undissolved supplicated photocomposes compacting sarge disassimilating solfege stretchier nonreactive porringer remarriage waviest archdiocesan fourteenths assaulters uptime contemns expertly cathouse boozers infiltrating unrule parented sealable batsmen crooks",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType37
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType115,"situational","pallbearers uncross generalists nonpermeable shoat splotches grazable adversities clings flanker vacantly reintegrate shallower nonsubmissiveness ambidextrousness defoliated rejoicers seascape tensions persimmons intellectualizes conclusions wormish hahnium commercialism entree cabers legitimizes velum suitors savorous tethering hunted atherosclerotic monaurally vestries watermarks undraping dude pawers smarmy behooving settees monarchical spices",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType37
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType116,"ivied","truanted shimmeringly burrowers applicants calibration whittles viragoes designee notes biologically supernovas asexually racketiest refrigerated burlesqued outselling loverly totters unfurling striper skuas clouting cornucopian etcher adds impossibleness beseemed seemings charnels yammers agrology preppie queered baseboards defogger baas quirkiest ultraviolet bering reposed unassimilated",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType38
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType117,"sailcloth fameless gustatory","rivalries jiggers portiered midyears overhaul repacify microsurgeons baptizer forzandos solidifies sleighers knickers giantism marcs rewelded upbraiding shims rivalling strived canzones blimps substance carpetbaggers ribbony confounds fumbling originally mirks differentiated airfoils hawkshaws cuttlebones essayist showering cheerless encroachment thermocurrent artworks explicated",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType38
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType50,"ocellus","sociosexual touches resubmit faints tends inscribing snuggles cordialness unofficial admirer celebrator extrauterine si reelers orates sweatiest cultic tided fringes noncontrastable tubas gerontotherapy",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType7
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType118,"masticatory oink","chastest cannonballing helled blackening dowelling simmers writher lushed funnier hipsters convictions idee states dehumidified subpartnership illustrations folderol monsieurs frequenters grosgrains birdcall remains circumstantiate fronds eisteddfod stentor friezes believably dextro romanticists retrofire resembled warrantors extents chantage anomy bedquilt jagless allspices",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType39
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType51,"halflives cutins forebodies","grudged recompenser interhemispheric patrimonially inexplicably entrancing unforeseeable arsonists poiser sombrely weediness elides uninformative havocked nonbelligerents fakes stability hoist wheeziest ideals conchoid gathers ridable quagmiry pileups frontager stippler soapers devastative urbanizing gnoses shopman sectors inciters canonise eyeballed parred twiny lawmakers",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType7
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType119,"discontinuations","mobber certainly vitalizers stressed adopter styluses overcome cpl technicalness rabbinic telegraphs catchiest robes amebean levied bozo impeder envisioning unidiomatically trenchers teleports retouch hardener pulmonic lucrativeness loblollies gesticulation",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType39
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType52,"polypod pathogens","untangle sackbuts hiring triumphantly lyricize mounties kerosenes hoarsest bonesetter wellspring exemplum endoskeleton hon giveaways outsmarted variously pastier observes scaping latest empurpled",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType7
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType53,"viperish","cotangents recelebrated reciprocating sunnily hallmarked fortuned orpiments congruously apes yielder wondrously dimorphic franchisees raveling subconscious loury legginged umbellate wardresses diemaker breakings weighters xenograft senselessness drags sailable hellishly realign alcoholics ologies remodify spasmodically choirmasters dimes bucklered goddamn hitchhiked unplug recta circuiteer reunifies swanherd learns",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType7
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType54,"blent","gradation demobbing mussolini squinters tarmacs delegated repudiator etherizes ambivert homogenized studiousness ageratums molested textuaries sobers sinecures bedevils scattersite saddles oregonians reconfirm spined compensation invincibility understatements feeing amplest anapestic detachable caladium seminude praetors soirees granger plains conveyances denouncements",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType7
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType55,"quarks enjoyably","examinee piggybacks thinning aspens neaps peritonea horsepowers hookah rentable maupassant fricassees unfastening interoceanic implacability discontentments spryness overgeneralize jeopardies justified telephoto ley incus kiddy dislocations hours stickling defrauder direction subtreasuries unremittingly",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType7
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType56,"retirer","rubrics tramline osteotomy institutes vaunter chertier substitutions lamaism exculpations maledictions nightwear telluric subbings florets lividly barrister oozy obliqued barricades franchiser mistranslate smuggest pensionable eschewals abandoned sordidly turnspit differentiating medicates charlatanism serialize disregardful groans spiritualized submontane cheapen returner carrier pigments spasticities foldboats couplets japer halfpennies",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType8
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType57,"torrential automatons","computable phooey squeezer orchectomy traumas sinner preventions leggiest unapplied glop cognoscing rhubarbs haphazardness vats potentiate crematoria polymorphism muzzier nightwalker troughs",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType8
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType58,"yardarm crashed","opacifying unfederated doges hermaphroditic ambulating huddler varments consonances demobilizations ombres compliantly dillydally potentiated prepayment bestirred fluidizing editorship gorses ethnical zillions infidels albanians",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType9
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType59,"passivity saturating","consummately analytical slatternly bilgier incommunicative cutup translucence generalized underacting reproached tagboards diagraph exhibitionist incorrigibleness runrounds sulfides dites clearer sportive shikses vigils phlebotomies remonstrating impermeabilities categorizer overmodify disbar liers readjust moulin farced",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType9
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType120,"brains favoring","rulings mooniest nonallergenic aeronauts thuggeries rainmaker whirlier flannelet merriest litchis thruputs narcissists neatens retie woodcarvers sassily digitalization paella peppiness gloriam pryers vigorously biorythmic payout venturers milestones gladiatorial arterioscleroses domiciliated kipskins escapement kenneled cystitis roared ambassadorships corncobs marzipans argils lavenders unweakened ensilaged obfuscating joinings easements idolatries natron kenneled thatching",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType40
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType121,"peered","suspensive centrifuges dilutor misconstructions carnies wincers entoiling commingles moans parodists mopingly dissemination tzitzis cootie bracero bridging fighting precollegiate instate cosmonaut solecize endogeny pylorus sightsees vulgarizing pioneered electrical southwesterly odorful patching quarterdecks feigners perjurer rampagers kilobits",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType40
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType122,"givens vedanta","keynoter discounts nocks leghorns algicide leachers coprocessors deceivers polit turbot muffling honorableness hardship raced fisher concordance gratifying porousness roentgens shinily exhaustless twitcher portion quam uploaded pastured chorizos precelebrations",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType41
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType123,"nubbins bloodsucking purloiners","preanesthetic allotrope interspersing accumulatively nighties castigations goldest aspirins beautifully unleavened cornify buttony lumpers intercapillary draped refutes bullocks delinquents martyry steeped nervings phantasmagoric impenitence fens maenades balloting cert disparaging chaffering vervains pyrotechnical randomization packaged roughing pepperiness unmingling maxilla dingdong factorship foresaw dreadfully hairwork jiggling",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType41
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType124,"passageways moratoriums","quackish syllables sagacities narcotically afghans nosier stupider yodeller ameliorative indistinctness asphaltic jaygees reconstruction hamburgs tonsuring denominates rexes filched tactlessly oversalting eruptional abruptly bioenergetics proportionality genevas halfheartedness charring sanely neighborhood birched",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType42
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType125,"prestigiously cummers","questioner ethnicity hatting tailbacks suppositories laminator commentate friendliest geologies resolder disengaging bedded vivider swigger grazed fogyism bloomers discolor pressingly genuinely heretically holiest indicating overdraw demolitionist instrumentalities indicated rimmers nonalcoholic dishwashers reinstatement killer surroundings injudiciousness mirk amoebic pentagons snouting nabob clemently gyral sampler varlets",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType42
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType126,"demounts upwardly","ichorous mislaid deprecating haystacks greasers lightheaded contractible indoctrinations dragoman sulphate redrill fells fabricates markets oversides troopships candlewicks fruitions rubellas fainer retransmissions beguiled yelping overmatches tuberosity axseed mischances carafe squawkers glossier ephedra",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType43
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType127,"showiest thorned","shewed jobbers standishes violater pajama lineages ogling trashed cockles unpeopling manubriums sacrificing bellybutton celibacies colonels prophets fineable tracts instructs coarseness shackles transistors lanciers holidaying divesting demeanors buys slalomed lories asylums accusers whelping thermometry inculpate creepie canasta handbills soundless mangroves loggias persuaded gagers doggerel encephalogram whipsawing maledicted movables sequencings distasted",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType43
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType60,"petrographers exogenously slenderized","salesladies faultily walked shellfish neoplastic intelligently convicts seventeens miscellanies eterne rockers sings chaffers steamiest smidgens pareve counselable cacaos barometrograph winsomest starched chekhov anapest milliliters variorums commencement apteryxes trichinoses spiderier presifts alimenting inflictor prideful equals mainframes counterpoints quills galled sleeting peristylar expurgates beauts invigorating arider cosigner barbarize cushioning",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType10
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType128,"sizzlers alveolate","documenters quirking mussy ichthyologists mealworms dirtier evicts gigantism slimiest milldams neurophysiological trowsers heroize irruptions sandlotter prosperously centralizing libellers underexposes circulator flagellations subtotalling reels",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType44
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType61,"supersexes","messman cinquains enfoldings tutoresses folktale zonetimes removed mein boxful allergen lindanes causerie lieut yummies prickiest cording disinterested scribers sapidity yours aesopian debauchees cumquat cloaked sandbags intellectually duplicates umbeled anomalies hacked",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType10
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType129,"kaftans tangram","illness vaultier quads departmental cupped limpers antiinsurrectionists outfacing kwhr dissimulated inciters sportily circumstantiation scrimping bristles lines piezochemistry pyloruses tempting headpiece overwound temporizer barbarianism toeplates unforgiven celebration trekkers burweed bravest teacake pursuance inhering ninnyish pampean toastmistresses overbids implausibly proctoscopically unfrock untruthful stomper surcharging strictly morganatic elicitors quadruplications spenders kickstands",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType44
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType62,"personas antechambers","boomerangs jockeys muumuu workup blah rhododendrons executors eyewitnesses meas hidebound sonants offence dashes reposed reluctancy reshuffles subaverage eternize congratulations encephalitic wooshing potentiates cerecloths leftism plinths nervously pinholes articular brilliancy ancien promulgators",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType11
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType63,"henpecked designs undersigned","nocturnes facially esplanades reconversions irruptions shamefully eclecticism middlebrowism commitments crabber workingwomen entwine outrace sweated caravaning uncritical winkles dippy pestiferous extraterrestrially criminology genres wrongers",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType11
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType64,"handpicks burs skullduggeries","warmongers kart nonperishable restfully remailed erose bries reattempts anoints placket nutcrackers braggadocio darkener adagial transients unpaying blintzes mobsters dinking pericardial sequentially uncivilized potences attenuated cuish craftiness romances",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType12
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType65,"deluged divvy","sideslipping barhop reprintings smells pilothouse malefactresses upholstered valutas wrings timpanists wardrobes adoze disintegrated atrophied houseboy ineligibly injustices featherless transubstantiation ruffles cottoned recounted pelleting subrule respectable floorings aerobatics furrowers redid goofed updates aspects mayday permeably revs vernaculars croakier ramparted bethels pyrenees deactivated syne erasures technics nonirritant",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType12
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType66,"ethnicity","ricochets unproductively searer dropsied fey gimcrack flamines shunpiked samplings moroccos titrant dogger infundibula voided gangers encompassed accounter globetrotting lasing supplicated babkas pigments warthogs",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType13
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType67,"antiparticles","abeyancy polygonally disgustedly middies epistolary caromed bleeps funerals decolonizing nervy klutzes spatular ouzels stemware drillings gunstock fructoses razors imprecisely overinvested vaquero indirectly uncharitable",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType13
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType68,"dangled","gorgeousness appendages teethings jingoist potbellies qui sigmoids lobotomies bestrewn forsakers lowing equitant foods designment vibrance atheists suffixion gamy tundras shortening samovars soapbark bulled electropositive reworking realigns ultrastructural repowering mammalians hedgier liberationist bronzing",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType14
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType69,"crowner uncharacteristic enquirer","accumulated topologically truistic sceptered glamorization reverers golfed saintly yetis imponderability electrochemistry pyrotechnical pronouncing disaffiliation avoided ortho scraggier trapezoids singling indianians reflexiveness conchoid nakedness tarn spacewalk abscises remelts evaluations debating surrealistically biomechanics cherishing noisier terrines quincunx roistering contours tweedles sinicize hon poppets stockading nurserymen bidders weirder pederasty impassability incitants",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType14
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType130,"upsilons aureolas","barrenness ascenders perforation magistery denominating monogamists serials elands trilled illegitimation unhesitatingly aweless notarial vistas nags rathskellers grasped bowleg prelatic prevues crumps cyborg peninsular reconfirmations mallets intellects kebabs rebound crimes wheezers editorially verges larvas bakeries lazarettos storeyed reascent overassured transliteration unmuzzle attorneys paunchier overinclines mermen challises",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType45
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType131,"plaice","trucklers imitation pavlovian whitewalls snippets faller ombre lockless cynosure tricuspid trustwoman redemonstrated parceling trashed tollways hawses priced legalistic inhospitality abandons straightedge debriefings cerebration paddocks bravely marihuana safflower gesticulation blandest glaringly",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType45
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType132,"perambulate","turnabouts teaspoonsful stretchable electees weensiest mannerly abscam abstinence hypodermically concealed gweducks parodies lairds pipeful conducers planters kakas neptunian cufflinks dandyish openheartedness kasha increased foozlers",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType46
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType133,"yukking quaintness imbricate","bazooka philosophized fructifying inviters demonstrative helixes defiles apotheoses relentlessly mountaintops resituate slimmest exotics chorused hypnotize acidhead zincky supporters unenterprising mangler embezzling overeducating preventives lichee platypuses imagination speared cloudbursts constellation ensnarements depreciators prettification golliwogs undesired consists waggeries stiffeners reactive quells typographically allays",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType46
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType134,"vapourers chainmen","unsought miscounted nullifications elflock contortionists capablest lucubrate ablated entrenches gaslit answerability churl aortas rackers novices hamburgers nonperishable uprooters vitally contentiousness indiscrete tramming whiteners firebombed transmits wrathier plebes cabbalahs tortured deflation",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType47
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType135,"pieing","flukes darneder dyslectic ritzier singing momism converses poliomyelitic shivas marrowed ditchless restructured maned selfness discerners abundances jeerers unconvincingly nonsuccessiveness adventuress antiquing fluidly nonaggression preexamining docilities spiniest jazziness arables intensifications weirder emasculation taphole raffling bespoken enneads goldener ameer memorably bamboozled thiabendazole pining genially",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType47
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType136,"mesonic","maypole handcrafting wintergreens athletically didies bolshevists mourning enslaved micromillimeter cerebri emulatively galoshed soughed relighting primero rebuked waterlogging apartmental consequentially eely smokeless crumples whiners nisei noncivilized nonexistence manitou strippers topographers anticipation motorships mitigatory packers stabilize freshens zombis invisibility reoccurred submicroscopic latchkey visaed lesbians",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType48
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType137,"aphrodisia","resole wrings superposition campaigns gifting lins copal reawoke gaffes boosting deductibility balsamic entices discolored pinchpenny chasmed hatefulness impiously scramming fiberizes swarthiness renege misrepresented petiole holist reconsolidations mukluks hypocritically busiest gulpers cherishes pleasureful phonily",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType48
